Datetime,Open,High,Low,Close,Adj Close,Volume
2021-03-05 09:30:00-05:00,120.9800033569336,121.66999816894531,120.80999755859375,121.0,121.0,5169649
2021-03-05 09:31:00-05:00,120.98999786376953,121.30999755859375,120.77999877929688,121.05000305175781,121.05000305175781,632765
2021-03-05 09:32:00-05:00,121.05660247802734,121.11000061035156,120.5,120.6500015258789,120.6500015258789,488230
2021-03-05 09:33:00-05:00,120.66500091552734,120.86969757080078,120.43000030517578,120.44000244140625,120.44000244140625,495106
2021-03-05 09:34:00-05:00,120.44110107421875,120.48999786376953,120.0199966430664,120.05000305175781,120.05000305175781,595926
2021-03-05 09:35:00-05:00,120.06999969482422,120.27999877929688,120.0199966430664,120.15010070800781,120.15010070800781,656734
2021-03-05 09:36:00-05:00,120.15499877929688,120.33000183105469,120.01000213623047,120.02980041503906,120.02980041503906,580890
2021-03-05 09:37:00-05:00,120.0199966430664,120.04499816894531,119.68000030517578,119.76000213623047,119.76000213623047,725213
2021-03-05 09:38:00-05:00,119.7699966430664,120.01000213623047,119.54000091552734,119.80999755859375,119.80999755859375,707736
2021-03-05 09:39:00-05:00,119.80000305175781,119.82009887695312,119.4800033569336,119.62000274658203,119.62000274658203,547077
2021-03-05 09:40:00-05:00,119.62000274658203,120.04000091552734,119.61000061035156,120.01000213623047,120.01000213623047,575625
2021-03-05 09:41:00-05:00,120.01000213623047,120.04000091552734,119.79010009765625,119.91500091552734,119.91500091552734,520286
2021-03-05 09:42:00-05:00,119.91000366210938,119.94999694824219,119.66999816894531,119.66999816894531,119.66999816894531,399456
2021-03-05 09:43:00-05:00,119.66999816894531,120.0199966430664,119.58999633789062,120.0199966430664,120.0199966430664,531162
2021-03-05 09:44:00-05:00,120.01000213623047,120.0199966430664,119.77010345458984,119.94999694824219,119.94999694824219,539400
2021-03-05 09:45:00-05:00,119.94999694824219,120.05000305175781,119.80000305175781,119.93000030517578,119.93000030517578,455980
2021-03-05 09:46:00-05:00,119.95989990234375,120.0,119.69999694824219,119.93000030517578,119.93000030517578,464463
2021-03-05 09:47:00-05:00,119.93499755859375,120.31999969482422,119.9000015258789,120.18000030517578,120.18000030517578,553494
2021-03-05 09:48:00-05:00,120.18000030517578,120.18000030517578,119.86000061035156,120.01000213623047,120.01000213623047,440407
2021-03-05 09:49:00-05:00,120.0199966430664,120.0199966430664,119.55000305175781,119.58000183105469,119.58000183105469,643762
2021-03-05 09:50:00-05:00,119.58000183105469,119.62000274658203,119.18000030517578,119.32499694824219,119.32499694824219,772066
2021-03-05 09:51:00-05:00,119.31999969482422,119.5,119.27999877929688,119.36000061035156,119.36000061035156,590083
2021-03-05 09:52:00-05:00,119.36000061035156,119.61920166015625,119.36000061035156,119.46080017089844,119.46080017089844,451650
2021-03-05 09:53:00-05:00,119.45999908447266,119.4800033569336,119.04000091552734,119.1500015258789,119.1500015258789,617022
2021-03-05 09:54:00-05:00,119.13999938964844,119.2300033569336,118.96080017089844,118.98999786376953,118.98999786376953,724467
2021-03-05 09:55:00-05:00,118.99500274658203,119.12999725341797,118.7699966430664,118.78500366210938,118.78500366210938,690826
2021-03-05 09:56:00-05:00,118.79989624023438,118.99500274658203,118.70999908447266,118.86000061035156,118.86000061035156,729337
2021-03-05 09:57:00-05:00,118.87000274658203,118.875,118.62000274658203,118.66999816894531,118.66999816894531,488071
2021-03-05 09:58:00-05:00,118.68000030517578,119.08000183105469,118.66000366210938,119.08000183105469,119.08000183105469,633959
2021-03-05 09:59:00-05:00,119.08999633789062,119.16639709472656,118.81999969482422,119.1500015258789,119.1500015258789,565402
2021-03-05 10:00:00-05:00,119.1500015258789,119.1709976196289,118.94999694824219,119.15499877929688,119.15499877929688,323866
2021-03-05 10:01:00-05:00,118.8550033569336,119.31749725341797,118.81999969482422,119.29499816894531,119.29499816894531,779847
2021-03-05 10:02:00-05:00,119.29010009765625,119.44000244140625,119.22000122070312,119.36499786376953,119.36499786376953,448808
2021-03-05 10:03:00-05:00,119.37000274658203,119.48999786376953,119.16999816894531,119.4800033569336,119.4800033569336,497797
2021-03-05 10:04:00-05:00,119.4800033569336,119.53990173339844,119.2300033569336,119.33999633789062,119.33999633789062,395748
